host,endpoint,confidence,auth,oauth_confirmed,http_status,server_name,server_version,protocol_version,capabilities,authorization_endpoint,token_endpoint,registration_endpoint,dynamic_client_registration,scopes,issuer,prm_url,www_authenticate,discovery_source,platform_auth
shrine.io,https://shrine.io/api/mcp,A_verified_mcp,oauth,True,200,storefront-renderer,0.1.0,2025-06-18,"logging,prompts,resources,tools",https://account.shrinesolutions.com/authentication/oauth/authorize,https://account.shrinesolutions.com/authentication/oauth/token,,False,"openid,email,customer-account-api:full,customer-account-mcp-api:full",https://shopify.com/authentication/72674705737,https://shrine.io/.well-known/oauth-protected-resource,,dns_apex_spray,shopify_storefront
sneakersnstuff.com,https://sneakersnstuff.com/api/mcp,A_verified_mcp,oauth,True,200,storefront-renderer,0.1.0,2025-06-18,"logging,prompts,resources,tools",https://shopify.com/authentication/93990551893/oauth/authorize,https://shopify.com/authentication/93990551893/oauth/token,,False,"openid,email,customer-account-api:full,customer-account-mcp-api:full",https://shopify.com/authentication/93990551893,https://sneakersnstuff.com/.well-known/oauth-protected-resource,,dns_apex_spray,shopify_storefront
stance.com,https://stance.com/api/mcp,A_verified_mcp,oauth,True,200,storefront-renderer,0.1.0,2025-06-18,"logging,prompts,resources,tools",https://account.stance.com/authentication/oauth/authorize,https://account.stance.com/authentication/oauth/token,,False,"openid,email,customer-account-api:full,customer-account-mcp-api:full",https://shopify.com/authentication/102408782162,https://stance.com/.well-known/oauth-protected-resource,,dns_apex_spray,shopify_storefront
soylent.com,https://soylent.com/api/mcp,A_verified_mcp,oauth,True,200,storefront-renderer,0.1.0,2025-06-18,"logging,prompts,resources,tools",https://account.soylent.com/authentication/oauth/authorize,https://account.soylent.com/authentication/oauth/token,,False,"openid,email,customer-account-api:full,customer-account-mcp-api:full",https://shopify.com/authentication/359333902,https://soylent.com/.well-known/oauth-protected-resource,,dns_apex_spray,shopify_storefront
soundstrue.com,https://soundstrue.com/api/mcp,A_verified_mcp,oauth,True,200,storefront-renderer,0.1.0,2025-06-18,"logging,prompts,resources,tools",https://shopify.com/authentication/25328222307/oauth/authorize,https://shopify.com/authentication/25328222307/oauth/token,,False,"openid,email,customer-account-api:full,customer-account-mcp-api:full",https://shopify.com/authentication/25328222307,https://soundstrue.com/.well-known/oauth-protected-resource,,dns_apex_spray,shopify_storefront
smosh.com,https://smosh.com/api/mcp,A_verified_mcp,oauth,True,200,storefront-renderer,0.1.0,2025-06-18,"logging,prompts,resources,tools",https://shopify.com/authentication/4530176086/oauth/authorize,https://shopify.com/authentication/4530176086/oauth/token,,False,"openid,email,customer-account-api:full,customer-account-mcp-api:full",https://shopify.com/authentication/4530176086,https://smosh.com/.well-known/oauth-protected-resource,,dns_apex_spray,shopify_storefront
swell.com,https://swell.com/api/mcp,A_verified_mcp,oauth,True,200,storefront-renderer,0.1.0,2025-06-18,"logging,prompts,resources,tools",https://shopify.com/authentication/64828113154/oauth/authorize,https://shopify.com/authentication/64828113154/oauth/token,,False,"openid,email,customer-account-api:full,customer-account-mcp-api:full",https://shopify.com/authentication/64828113154,https://swell.com/.well-known/oauth-protected-resource,,dns_apex_spray,shopify_storefront
sprinkles.com,https://sprinkles.com/api/mcp,A_verified_mcp,oauth,True,200,storefront-renderer,0.1.0,2025-06-18,"logging,prompts,resources,tools",https://shopify.com/authentication/54994567357/oauth/authorize,https://shopify.com/authentication/54994567357/oauth/token,,False,"openid,email,customer-account-api:full,customer-account-mcp-api:full",https://shopify.com/authentication/54994567357,https://sprinkles.com/.well-known/oauth-protected-resource,,dns_apex_spray,shopify_storefront
stelladot.com,https://stelladot.com/api/mcp,A_verified_mcp,oauth,True,200,storefront-renderer,0.1.0,2025-06-18,"logging,prompts,resources,tools",https://shopify.com/authentication/63714427092/oauth/authorize,https://shopify.com/authentication/63714427092/oauth/token,,False,"openid,email,customer-account-api:full,customer-account-mcp-api:full",https://shopify.com/authentication/63714427092,https://stelladot.com/.well-known/oauth-protected-resource,,dns_apex_spray,shopify_storefront
sting.com,https://sting.com/api/mcp,A_verified_mcp,oauth,True,200,storefront-renderer,0.1.0,2025-06-18,"logging,prompts,resources,tools",https://shopify.com/authentication/57705496658/oauth/authorize,https://shopify.com/authentication/57705496658/oauth/token,,False,"openid,email,customer-account-api:full,customer-account-mcp-api:full",https://shopify.com/authentication/57705496658,https://sting.com/.well-known/oauth-protected-resource,,dns_apex_spray,shopify_storefront
tomsofmaine.com,https://tomsofmaine.com/api/mcp,A_verified_mcp,oauth,True,200,storefront-renderer,0.1.0,2025-06-18,"logging,prompts,resources,tools",https://account.tomsofmaine.com/authentication/oauth/authorize,https://account.tomsofmaine.com/authentication/oauth/token,,False,"openid,email,customer-account-api:full,customer-account-mcp-api:full",https://shopify.com/authentication/50257395888,https://tomsofmaine.com/.well-known/oauth-protected-resource,,dns_apex_spray,shopify_storefront
store.duolingo.com,https://store.duolingo.com/api/mcp,A_verified_mcp,oauth,True,200,storefront-renderer,0.1.0,2025-06-18,"logging,prompts,resources,tools",https://shopify.com/authentication/58313736250/oauth/authorize,https://shopify.com/authentication/58313736250/oauth/token,,False,"openid,email,customer-account-api:full,customer-account-mcp-api:full",https://shopify.com/authentication/58313736250,https://store.duolingo.com/.well-known/oauth-protected-resource,,dns_apex_spray,shopify_storefront
theblackkeys.com,https://theblackkeys.com/api/mcp,A_verified_mcp,oauth,True,200,storefront-renderer,0.1.0,2025-06-18,"logging,prompts,resources,tools",https://shopify.com/authentication/71711752343/oauth/authorize,https://shopify.com/authentication/71711752343/oauth/token,,False,"openid,email,customer-account-api:full,customer-account-mcp-api:full",https://shopify.com/authentication/71711752343,https://theblackkeys.com/.well-known/oauth-protected-resource,,dns_apex_spray,shopify_storefront
thamesandhudson.com,https://thamesandhudson.com/api/mcp,A_verified_mcp,oauth,True,200,storefront-renderer,0.1.0,2025-06-18,"logging,prompts,resources,tools",https://account.thamesandhudson.com/authentication/oauth/authorize,https://account.thamesandhudson.com/authentication/oauth/token,,False,"openid,email,customer-account-api:full,customer-account-mcp-api:full",https://shopify.com/authentication/83205030165,https://thamesandhudson.com/.well-known/oauth-protected-resource,,dns_apex_spray,shopify_storefront
thesill.com,https://thesill.com/api/mcp,A_verified_mcp,oauth,True,200,storefront-renderer,0.1.0,2025-06-18,"logging,prompts,resources,tools",https://account.thesill.com/authentication/oauth/authorize,https://account.thesill.com/authentication/oauth/token,,False,"openid,email,customer-account-api:full,customer-account-mcp-api:full",https://shopify.com/authentication/1506262,https://thesill.com/.well-known/oauth-protected-resource,,dns_apex_spray,shopify_storefront
